userId,Art_Id,rating
4,405,1
4,406,4
4,407,4
4,408,5
4,409,3
4,410,5
4,411,2
4,412,4
4,413,3
4,414,2
4,415,4
4,416,3
4,417,4
4,418,1
4,419,3
4,420,5
4,421,2
4,422,5
4,423,4
4,424,2
4,425,4
4,426,5
4,427,4
4,428,3
4,429,5
4,430,5
4,431,5
4,432,4
4,433,5
4,434,1
4,435,1
4,436,2
4,437,4
4,438,4
4,439,5
4,440,3
4,441,4
4,442,4
4,443,1
4,444,5
4,445,5
4,446,1
4,447,4
4,448,5
4,449,2
4,450,4
4,451,1
4,452,2
4,453,5
4,454,5
4,455,5
4,456,4
4,457,4
4,458,5
4,459,2
4,460,2
4,461,4
4,462,4
4,463,5
4,464,4
4,465,3
4,466,5
4,467,4
4,468,1
4,469,4
4,470,4
4,471,4
4,472,4
4,473,3
4,474,5
4,475,4
4,476,4
4,477,2
4,478,1
4,479,5
4,480,2
4,481,1
4,482,3
4,483,3
4,484,5
4,485,4
4,486,3
4,487,4
4,488,4
4,489,3
4,490,1
4,491,3
4,492,4
4,493,3
4,494,3
4,495,4
4,496,5
4,497,3
4,498,4
4,499,3
4,500,3
4,501,2
4,502,5
4,503,4
4,504,3
4,505,2
4,506,4
4,507,1
4,508,4
4,509,3
4,510,1
4,511,3
4,512,5
4,513,3
4,514,4
4,515,4
4,516,5
5,517,4
5,518,4
5,519,4
5,520,4
5,521,3
5,522,4
5,523,5
5,524,4
5,525,3
5,526,3
5,527,4
5,528,5
5,529,3
5,530,4
5,531,3
5,532,1
5,533,5
5,534,5
5,535,3
5,536,2
5,537,3
5,538,3
5,539,3
5,540,2
5,541,3
5,542,4
5,543,2
5,544,3
5,545,4
5,546,4
5,547,5
5,548,3
5,549,5
5,550,4
5,551,3
5,552,4
5,553,3
5,554,5
5,555,3
5,556,5
5,557,5
5,558,5
5,559,3
5,560,3
6,561,4
6,562,5
6,563,3
6,564,5
6,565,4
6,566,4
6,567,3
6,568,3
6,569,4
6,570,3
6,571,4
6,572,4
6,573,4
6,574,2
6,575,2
6,576,5
6,577,4
6,578,3
6,579,4
6,580,3
6,581,3
6,582,4
6,583,4
6,584,5
6,585,4
6,586,4
6,587,3
6,588,4
6,589,4
6,590,1
6,591,4
6,592,4
6,593,4
6,594,4
6,595,3
6,596,3
6,597,4
6,598,3
6,599,5
6,600,3
6,601,2
6,602,4
6,603,4
6,604,4
6,605,4
6,606,3
6,607,1
6,608,4
6,609,3
6,610,5
6,611,4
6,612,3
6,613,3
6,614,3
6,615,3
6,616,4
6,617,4
6,618,4
6,619,4
6,620,4
6,621,3
6,622,4
6,623,3
6,624,5
6,625,3
6,626,3
6,627,3
6,628,5
6,629,3
6,630,3
6,631,3
6,632,3
6,633,1
6,634,2
6,635,3
6,636,3
6,637,3
6,638,3
6,639,2
6,640,4
6,641,3
6,642,3
6,643,3
6,644,3
6,645,4
6,646,3
6,647,3
6,648,4
6,649,4
6,650,4
6,651,3
6,652,2
6,653,3
6,654,4
6,655,3
6,656,4
6,657,5
6,658,3
6,659,2
6,660,4
6,661,4
6,662,3
6,663,3
6,664,3
6,665,5
6,666,4
6,667,3
6,668,4
6,669,3
6,670,3
6,671,3
6,672,5
6,673,3
6,674,4
6,675,5
6,676,3
6,677,3
6,678,3
6,679,3
6,680,4
6,681,3
6,682,4
6,683,4
6,684,5
6,685,3
6,686,4
6,687,3
6,688,2
6,689,3
6,690,3
6,691,4
6,692,3
6,693,2
6,694,3
6,695,3
6,696,4
6,697,3
6,698,1
6,699,3
6,700,5
6,701,4
6,702,5
6,703,4
6,704,5
6,705,1
6,706,4
6,707,3
6,708,3
6,709,5
6,710,3
6,711,5
6,712,4
6,713,4
6,714,3
6,715,3
6,716,3
6,717,3
6,718,3
6,719,5
6,720,5
6,721,4
6,722,3
6,723,4
6,724,4
6,725,4
6,726,5
6,727,3
6,728,3
6,729,3
6,730,3
6,731,4
6,732,3
6,733,5
6,734,3
6,735,4
6,736,5
6,737,4
6,738,3
6,739,3
6,740,5
6,741,3
6,742,4
6,743,3
6,744,3
6,745,3
6,746,3
6,747,3
6,748,3
6,749,4
6,750,3
6,751,3
6,752,3
6,753,5
6,754,4
6,755,3
6,756,3
6,757,4
6,758,3
6,759,4
6,760,4
6,761,3
6,762,5
6,763,3
6,764,3
6,765,2
6,766,4
6,767,4
6,768,3
6,769,4
6,770,4
6,771,4
6,772,5
6,773,3
6,774,3
6,775,3
6,776,4
6,777,3
6,778,3
6,779,3
6,780,5
6,781,3
6,782,3
6,783,4
6,784,3
6,785,3
6,786,4
6,787,4
6,788,3
6,789,3
6,790,3
6,791,3
6,792,3
6,793,3
6,794,3
6,795,3
6,796,3
6,797,4
6,798,3
6,799,2
6,800,3
6,801,3
6,802,5
6,803,4
6,804,3
6,805,5
6,806,5
6,807,3
6,808,5
6,809,3
6,810,4
6,811,4
6,812,5
6,813,3
6,814,4
6,815,3
6,816,3
6,817,4
6,818,5
6,819,3
6,820,4
6,821,4
6,822,1
6,823,4
6,824,3
6,825,3
6,826,3
6,827,3
6,828,4
6,829,3
6,830,4
6,831,5
6,832,3
6,833,4
6,834,2
6,835,5
6,836,3
6,837,1
6,838,3
6,839,3
6,840,5
6,841,5
6,842,3
6,843,3
6,844,3
6,845,4
6,846,3
6,847,5
6,848,4
6,849,3
6,850,4
6,851,3
6,852,3
6,853,4
6,854,4
6,855,3
6,856,3
6,857,3
6,858,3
6,859,3
6,860,3
6,861,3
6,862,4
6,863,4
6,864,4
6,865,2
6,866,4
6,867,4
6,868,3
6,869,5
6,870,4
6,871,4
6,872,3
6,873,4
6,874,3
7,875,4.5
7,876,4.5
7,877,3
7,878,4.5
7,879,4
7,880,5
7,881,5
7,882,3
7,883,5
7,884,5
7,885,2
7,886,3
7,887,2.5
7,888,3
7,889,5
7,890,3.5
7,891,4
7,892,4
7,893,4.5
7,894,3
7,895,4
7,896,4
7,897,1.5
7,898,4
7,899,4
7,900,4
7,901,5
7,902,4.5
7,903,5
7,904,1.5
7,905,5
7,906,3.5
7,907,5
7,908,4
7,909,3
7,910,3
7,911,0.5
7,912,4
7,913,1.5
7,914,4.5
7,915,5
7,916,2
7,917,3.5
7,918,5
7,919,1.5
7,920,3
7,921,4.5
7,922,2
7,923,2.5
7,924,1.5
7,925,3.5
7,926,4.5
7,927,4
7,928,4.5
7,929,1.5
7,930,4.5
7,931,1.5
7,932,1
7,933,3.5
7,934,5
7,935,4
7,936,2.5
7,937,3
7,938,4
7,939,2
7,940,2
7,941,4
7,942,0.5
7,943,4.5
7,944,1
7,945,1.5
7,946,1.5
7,947,3
7,948,4
7,949,4
7,950,4
7,951,4.5
7,952,4.5
7,953,3.5
7,954,3.5
7,955,0.5
7,956,4
7,957,3
7,958,3
7,959,1.5
7,960,5
7,961,4.5
7,962,4.5
7,963,4
7,964,4.5
7,965,4
7,966,4
7,967,0.5
7,968,4.5
7,969,4.5
7,970,2
7,971,4.5
7,972,4
7,973,3
7,974,4
7,975,4.5
7,976,3.5
7,977,2.5
7,978,2
7,979,4.5
7,980,4.5
7,981,3.5
7,982,1
7,983,1
7,984,4.5
7,985,1.5
7,986,1
7,987,3.5
7,988,1
7,989,4.5
7,990,4
7,991,4
7,992,3.5
7,993,4
7,994,1
7,995,2.5
7,996,2.5
7,997,4
7,998,3
7,999,3.5
7,1000,2
7,1001,3.5
7,1002,2
7,1003,1.5
7,1004,2
7,1005,3.5
7,1006,3.5
7,1007,1
7,1008,2
7,1009,1
7,1010,3
7,1011,4.5
7,1012,3.5
7,1013,3.5
7,1014,4.5
7,1015,4
7,1016,4.5
7,1017,1
7,1018,0.5
7,1019,1
7,1020,1
7,1021,4.5
7,1022,2.5
7,1023,4.5
7,1024,3.5
7,1025,0.5
7,1026,3
8,1027,4
8,1028,2
8,1029,4
8,1030,4
8,1031,3
8,1032,5
8,1033,3
8,1034,4
8,1035,5
8,1036,3
8,1037,3
8,1038,4
8,1039,2
8,1040,5
8,1041,4
8,1042,3
8,1043,4
8,1044,3
8,1045,3
8,1046,3
8,1047,5
8,1048,3
8,1049,3
8,1050,4
8,1051,3
8,1052,5
8,1053,3
8,1054,3
8,1055,5
8,1056,5
8,1057,3
8,1058,4
8,1059,5
8,1060,1
8,1061,3
8,1062,4
8,1063,3
8,1064,4
8,1065,2
8,1066,5
8,1067,3
8,1068,3
8,1069,3
8,1070,5
8,1071,3
8,1072,4
8,1073,3
9,1074,3
9,1075,3
9,1076,4
9,1077,3
9,1078,3
9,1079,4
9,1080,5
9,1081,2
9,1082,4
9,1083,5
9,1084,5
9,1085,4
9,1086,2
9,1087,3
9,1088,4
9,1089,3
9,1090,5
9,1091,3
9,1092,2
9,1093,2
9,1094,3
9,1095,3
9,1096,1
9,1097,1
9,1098,5
9,1099,4
9,1100,3
9,1101,4
9,1102,4
9,1103,4
9,1104,5
9,1105,1
9,1106,1
9,1107,3
9,1108,3
9,1109,4
9,1110,1
9,1111,4
9,1112,5
9,1113,5
9,1114,4
9,1115,1
9,1116,4
9,1117,2
9,1118,4
9,1119,2
10,1120,1
10,1121,3.5
10,1122,4
10,1123,3.5
10,1124,4
10,1125,0.5
10,1126,3
10,1127,3
10,1128,3
10,1129,3.5
10,1130,4
10,1131,0.5
10,1132,3.5
10,1133,0.5
10,1134,1
10,1135,0.5
10,1136,4
10,1137,3
10,1138,3.5
10,1139,4.5
10,1140,4.5
10,1141,4
10,1142,4
10,1143,3
10,1144,3.5
10,1145,3
10,1146,3
10,1147,4
10,1148,3
10,1149,3
10,1150,3
10,1151,3.5
10,1152,4
10,1153,4
10,1154,4
10,1155,3
10,1156,4
10,1157,4
10,1158,4.5
10,1159,3.5
10,1160,4
10,1161,3.5
10,1162,5
10,1163,3.5
10,1164,5
10,1165,3.5
10,1166,3.5
10,1167,3
10,1168,5
10,1169,2.5
10,1170,3.5
10,1171,1
10,1172,3.5
10,1173,2.5
10,1174,4.5
10,1175,3
10,1176,3
10,1177,5
10,1178,3
10,1179,4
10,1180,2.5
10,1181,3
10,1182,5
10,1183,5
10,1184,3
10,1185,4.5
10,1186,1.5
10,1187,3.5
10,1188,3.5
10,1189,3
10,1190,3.5
10,1191,4.5
10,1192,2.5
10,1193,2
10,1194,3
10,1195,2
10,1196,2.5
10,1197,3.5
10,1198,4.5
10,1199,0.5
10,1200,3.5
10,1201,4
10,1202,4.5
10,1203,3
10,1204,3
10,1205,0.5
10,1206,5
10,1207,2.5
10,1208,3.5
10,1209,3
10,1210,3.5
10,1211,3.5
10,1212,2.5
10,1213,3
10,1214,3
10,1215,2
10,1216,3
10,1217,5
10,1218,3.5
10,1219,2.5
10,1220,5
10,1221,3.5
10,1222,3.5
10,1223,2
10,1224,3.5
10,1225,3
10,1226,3.5
10,1227,4
10,1228,3
10,1229,3
10,1230,5
10,1231,5
10,1232,4.5
10,1233,4
10,1234,4
10,1235,3
10,1236,3.5
10,1237,5
10,1238,0.5
10,1239,1
10,1240,3
10,1241,4
10,1242,4
10,1243,4
10,1244,2.5
10,1245,3.5
10,1246,4.5
10,1247,1
10,1248,2
10,1249,0.5
10,1250,0.5
10,1251,4
10,1252,4
10,1253,4.5
10,1254,4
10,1255,1
10,1256,3.5
10,1257,5
10,1258,4
10,1259,5
11,1260,5
11,1261,3
11,1262,4
11,1263,2
11,1264,3
11,1265,5
11,1266,5
11,1267,3
11,1268,3
11,1269,4
11,1270,3
11,1271,4
11,1272,4
11,1273,5
11,1274,5
11,1275,3
11,1276,2
11,1277,3
11,1278,4
11,1279,3
11,1280,5
11,1281,3
11,1282,4
11,1283,4
11,1284,3
11,1285,4
11,1286,5
11,1287,4
11,1288,5
11,1289,4
11,1290,4
11,1291,4
11,1292,4
11,1293,3
11,1294,5
11,1295,4
11,1296,4
11,1297,3
11,1298,3
11,1299,1
11,1300,5
11,1301,3
11,1302,4
11,1303,4
11,1304,3
11,1305,5
11,1306,4
11,1307,4
11,1308,4
11,1309,4
11,1310,3
11,1311,3
11,1312,5
11,1313,4
11,1314,5
11,1315,5
11,1316,4
11,1317,2
11,1318,4
11,1319,4
11,1320,4
11,1321,2
11,1322,3
11,1323,5
12,1324,4
12,1325,5
12,1326,5
12,1327,5
12,1328,4.5
12,1329,3
12,1330,3.5
12,1331,3.5
12,1332,4
12,1333,5
12,1334,4.5
12,1335,3.5
12,1336,5
12,1337,3
12,1338,5
12,1339,3.5
12,1340,5
12,1341,3.5
12,1342,3
12,1343,5
12,1344,5
12,1345,5
12,1346,4
12,1347,5
12,1348,5
12,1349,4.5
12,1350,4.5
12,1351,4
12,1352,5
12,1353,5
12,1354,5
12,1355,5
13,1356,5
13,1357,1
13,1358,3
13,1359,3
13,1360,5
13,1361,4
13,1362,3
13,1363,4
13,1364,4
13,1365,3
13,1366,3
13,1367,2
13,1368,5
13,1369,4
13,1370,2
13,1371,3
13,1372,5
13,1373,4
13,1374,3
13,1375,4
13,1376,4
13,1377,4
13,1378,4
13,1379,4
13,1380,3
13,1381,4
13,1382,3
13,1383,3
13,1384,5
13,1385,5
13,1386,4
14,1387,3
14,1388,3
14,1389,1
14,1390,4
14,1391,4
14,1392,3
14,1393,5
14,1394,5
14,1395,3
14,1396,5
14,1397,4
14,1398,2
14,1399,3
14,1400,3
14,1401,5
14,1402,5
14,1403,4
14,1404,3
14,1405,3
14,1406,5
14,1407,4
14,1408,2
14,1409,3
14,1410,4
14,1411,1
14,1412,4
14,1413,3
14,1414,4
14,1415,4
14,1416,3
14,1417,3
14,1418,4
14,1419,3
14,1420,3
14,1421,3
14,1422,5
14,1423,3
14,1424,3
14,1425,4
14,1426,3
14,1427,3
14,1428,4
14,1429,3
14,1430,4
14,1431,2
14,1432,4
14,1433,3
14,1434,1
15,1435,2.5
15,1436,1
15,1437,3.5
15,1438,1
15,1439,1
15,1440,3
15,1441,5
15,1442,3
15,1443,4
15,1444,5
15,1445,1
15,1446,5
15,1447,3
15,1448,5
15,1449,3
15,1450,5
15,1451,2
15,1452,3.5
15,1453,2
15,1454,4
15,1455,5
15,1456,4
15,1457,5
15,1458,5
15,1459,5
15,1460,4
15,1461,3.5
15,1462,5
15,1463,3
15,1464,3
15,1465,4.5
15,1466,2.5
15,1467,5
15,1468,5
15,1469,4
15,1470,3.5
15,1471,3
15,1472,1.5
15,1473,5
15,1474,2.5
15,1475,4.5
15,1476,4
15,1477,3
15,1478,4
15,1479,4.5
15,1480,2.5
15,1481,5
15,1482,5
15,1483,4
15,1484,5
15,1485,3.5
15,1486,4
15,1487,5
15,1488,1.5
15,1489,3
15,1490,4
15,1491,3
15,1492,4
15,1493,3.5
15,1494,1.5
15,1495,3
15,1496,4
15,1497,5
15,1498,3.5
15,1499,3.5
15,1500,5
15,1501,4
15,1502,3
15,1503,3.5
15,1504,2
15,1505,5
15,1506,3
15,1507,3.5
15,1508,3
15,1509,3.5
15,1510,3
15,1511,2.5
15,1512,3.5
15,1513,2.5
15,1514,5
15,1515,4.5
15,1516,3
15,1517,4.5
15,1518,3
15,1519,3.5
15,1520,2
15,1521,2
15,1522,3.5
15,1523,3
15,1524,4
15,1525,3
15,1526,3.5
15,1527,4
15,1528,3.5
15,1529,4
15,1530,2.5
15,1531,3
15,1532,3.5
15,1533,5
15,1534,4.5
15,1535,3.5
15,1536,2
15,1537,3
15,1538,2
15,1539,3
15,1540,3
15,1541,4
15,1542,1
15,1543,4
15,1544,3.5
15,1545,4.5
15,1546,4
15,1547,2
15,1548,4
15,1549,1.5
15,1550,4.5
15,1551,4.5
15,1552,1.5
15,1553,2
15,1554,2
15,1555,2.5
15,1556,2
15,1557,5
15,1558,2
15,1559,2
15,1560,1
15,1561,4
15,1562,4.5
15,1563,3
15,1564,5
15,1565,3
15,1566,3.5
15,1567,3.5
15,1568,5
15,1569,3.5
16,1570,3.5
16,1571,4
16,1572,4.5
16,1573,2
16,1574,3
16,1575,4
16,1576,3
16,1577,4
16,1578,4
16,1579,3.5
16,1580,4
16,1581,4.5
16,1582,3
16,1583,4.5
16,1584,4
16,1585,4
16,1586,4.5
16,1587,4
16,1588,2.5
16,1589,3.5
16,1590,3.5
16,1591,4
16,1592,3.5
16,1593,4
16,1594,4
16,1595,4
16,1596,4
16,1597,3.5
16,1598,2.5
16,1599,4
16,1600,3
16,1601,4
16,1602,3.5
16,1603,5
16,1604,3
16,1605,4
16,1606,4
16,1607,4
16,1608,3.5
16,1609,4
16,1610,3
16,1611,4.5
16,1612,4
16,1613,4
16,1614,4
16,1615,4.5
16,1616,4
16,1617,4
16,1618,4
16,1619,4
16,1620,3
16,1621,4
16,1622,3.5
16,1623,3.5
16,1624,3.5
16,1625,4
16,1626,3.5
16,1627,3.5
16,1628,1.5
16,1629,3
16,1630,3.5
16,1631,3
16,1632,3.5
16,1633,3.5
16,1634,3.5
16,1635,3.5
16,1636,3.5
16,1637,4
16,1638,3.5
16,1639,4
16,1640,3.5
16,1641,3.5
16,1642,4
16,1643,4
16,1644,4
16,1645,3.5
16,1646,3
16,1647,4.5
16,1648,3.5
16,1649,4
16,1650,3.5
16,1651,4.5
16,1652,4
16,1653,3.5
16,1654,4
16,1655,3.5
16,1656,3.5
16,1657,3.5
16,1658,3.5
16,1659,4
16,1660,4
16,1661,4
16,1662,4.5
16,1663,4
16,1664,4
16,1665,4.5
16,1666,3
16,1667,4.5
17,1668,4.5
17,1669,3.5
17,1670,4
17,1671,4.5
17,1672,4.5
17,1673,4
17,1674,3.5
17,1675,5
17,1676,3.5
17,1677,5
17,1678,5
17,1679,5
17,1680,4.5
17,1681,4.5
17,1682,3.5
17,1683,4.5
17,1684,4.5
17,1685,4.5
17,1686,4.5
17,1687,4.5
17,1688,4
17,1689,5
17,1690,3.5
17,1691,4
17,1692,3.5
17,1693,4.5
17,1694,4
17,1695,4
17,1696,4.5
17,1697,4
17,1698,3.5
17,1699,4.5
17,1700,5
17,1701,3.5
17,1702,4.5
17,1703,5
17,1704,5
17,1705,3.5
17,1706,5
17,1707,4.5
17,1708,4.5
17,1709,4.5
17,1710,4.5
17,1711,4
17,1712,5
17,1713,4
17,1714,4
17,1715,4
17,1716,4
17,1717,4.5
17,1718,4
17,1719,3
17,1720,3.5
17,1721,4
17,1722,3
17,1723,5
17,1724,4
17,1725,4
17,1726,3.5
17,1727,4.5
17,1728,4
17,1729,4.5
17,1730,4.5
17,1731,5
17,1732,3.5
17,1733,4
17,1734,4
17,1735,4.5
17,1736,4.5
17,1737,4.5
17,1738,4
17,1739,3.5
17,1740,4
17,1741,4.5
17,1742,3.5
17,1743,4.5
17,1744,4
17,1745,4
17,1746,4.5
17,1747,5
17,1748,4
17,1749,5
17,1750,4
17,1751,4.5
17,1752,5
17,1753,3.5
17,1754,5
17,1755,4.5
17,1756,4
17,1757,4
17,1758,4.5
17,1759,4
17,1760,4.5
17,1761,4
17,1762,4.5
17,1763,3.5
17,1764,3.5
17,1765,4
17,1766,4.5
17,1767,3.5
17,1768,4
17,1769,4.5
17,1770,4
17,1771,3.5
17,1772,4
18,1773,3.5
18,1774,3
18,1775,4
18,1776,4.5
18,1777,4
18,1778,2.5
18,1779,4
18,1780,4.5
18,1781,5
18,1782,3.5
18,1783,2.5
18,1784,4.5
18,1785,4
18,1786,3.5
18,1787,4
18,1788,4
18,1789,4
18,1790,3
18,1791,4
18,1792,2.5
18,1793,4.5
18,1794,4
18,1795,4
18,1796,4.5
18,1797,4
18,1798,5
18,1799,4
18,1800,4
18,1801,2.5
18,1802,4.5
18,1803,3
18,1804,2.5
18,1805,3
18,1806,2.5
18,1807,2.5
18,1808,2.5
18,1809,4
18,1810,2
18,1811,3
18,1812,3.5
18,1813,2.5
18,1814,3.5
18,1815,3.5
18,1816,2
18,1817,4
18,1818,4.5
18,1819,4
18,1820,4
18,1821,3.5
18,1822,3.5
18,1823,4.5
18,1824,4
18,1825,4.5
18,1826,3
18,1827,4.5
18,1828,3.5
18,1829,3
18,1830,3
18,1831,3
18,1832,4
18,1833,4.5
18,1834,4
18,1835,2
18,1836,3.5
18,1837,4
18,1838,4.5
18,1839,4
18,1840,4
18,1841,4
18,1842,5
18,1843,4
18,1844,3.5
18,1845,4
18,1846,3.5
18,1847,4.5
18,1848,4
18,1849,4
18,1850,4
18,1851,4.5
18,1852,4.5
18,1853,4.5
18,1854,4
18,1855,4
18,1856,5
18,1857,5
18,1858,4.5
18,1859,4.5
18,1860,3.5
18,1861,5
18,1862,4.5
18,1863,4.5
18,1864,4.5
18,1865,4
18,1866,4.5
18,1867,5
18,1868,4.5
18,1869,4.5
18,1870,4.5
18,1871,4.5
18,1872,4
18,1873,4
18,1874,4
18,1875,4.5
18,1876,4
18,1877,4
18,1878,4
18,1879,3.5
18,1880,4
18,1881,4
18,1882,4.5
18,1883,3.5
18,1884,4
18,1885,4.5
18,1886,3.5
18,1887,3
18,1888,4
18,1889,2.5
18,1890,3.5
18,1891,3.5
18,1892,3.5
18,1893,3
18,1894,4
18,1895,3.5
18,1896,3.5
18,1897,3.5
18,1898,3
18,1899,4
18,1900,4
18,1901,4
18,1902,4.5
18,1903,3.5
18,1904,3.5
18,1905,4
18,1906,3
18,1907,3.5
18,1908,2.5
18,1909,4
18,1910,4
18,1911,4
18,1912,3.5
18,1913,3.5
18,1914,3.5
18,1915,3
18,1916,4
18,1917,4
18,1918,3.5
18,1919,4
18,1920,3
18,1921,3.5
18,1922,4
18,1923,3.5
18,1924,4
18,1925,4.5
18,1926,4
18,1927,4
18,1928,3.5
18,1929,3
18,1930,3
18,1931,4
18,1932,3
18,1933,3
18,1934,3
18,1935,3.5
18,1936,4.5
18,1937,4.5
18,1938,2.5
18,1939,3
18,1940,3.5
18,1941,4.5
18,1942,3.5
18,1943,4.5
18,1944,3
18,1945,4.5
18,1946,4
18,1947,4.5
18,1948,4
18,1949,4
18,1950,3
18,1951,3
18,1952,4.5
18,1953,4
18,1954,4.5
18,1955,4.5
18,1956,3.5
18,1957,3.5
18,1958,2
18,1959,4
18,1960,4
18,1961,4.5
18,1962,2.5
18,1963,4
18,1964,4.5
18,1965,4.5
18,1966,4
18,1967,4
18,1968,4
18,1969,4
18,1970,4
18,1971,3
18,1972,3
18,1973,3
18,1974,4
18,1975,3.5
18,1976,4
18,1977,4
18,1978,4.5
18,1979,4.5
18,1980,4.5
18,1981,4.5
18,1982,4
18,1983,3.5
18,1984,4
18,1985,4
18,1986,4
18,1987,2.5
18,1988,4
18,1989,3
18,1990,3.5
18,1991,4
18,1992,3.5
18,1993,4
18,1994,3.5
18,1995,3.5
18,1996,2.5
18,1997,3.5
18,1998,4
18,1999,4
18,2000,4.5
18,2001,3
18,2002,4.5
18,2003,4
18,2004,3.5
18,2005,3.5
18,2006,4
18,2007,3
18,2008,4.5
18,2009,3
18,2010,4.5
18,2011,2
18,2012,3
18,2013,4
18,2014,4.5
18,2015,3.5
